2016-11-03 20:37:44 ===== Starting: clopgtp =====
2016-11-03 20:37:44 Reading clopgtp-old.dat...
2016-11-03 20:37:44 Wrong N (got 15, expected 9)
2016-11-03 20:39:20 Run
2016-11-04 08:56:04 id = 6 stopped. RunningProcessors = 6
2016-11-04 08:56:40 id = 0 (cpu1); Seed = 365; Done (0)
2016-11-04 08:56:41 id = 0 stopped. RunningProcessors = 5
2016-11-04 08:57:17 id = 3 (cpu4); Seed = 362; Done (0)
2016-11-04 08:57:17 id = 3 stopped. RunningProcessors = 4
2016-11-04 08:57:56 id = 5 (cpu6); Seed = 364; Done (0)
2016-11-04 08:57:56 id = 5 stopped. RunningProcessors = 3
2016-11-04 09:07:12 id = 1 (cpu2); Seed = 367; Done (1)
2016-11-04 09:07:12 id = 1 stopped. RunningProcessors = 2
2016-11-04 09:07:44 id = 4 (cpu5); Seed = 368; Done (1)
2016-11-04 09:07:44 id = 4 stopped. RunningProcessors = 1
2016-11-04 09:08:47 id = 2 (cpu3); Seed = 366; Done (0)
2016-11-04 09:08:47 id = 2 stopped. RunningProcessors = 0
2016-11-04 09:08:47 Stop
